iworld01,11,0,10015,5CD34078LF,1y,1,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,13,0,10017,9559,3m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,13,0,10017,9795,3m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,19,0,10025,1000000098BED7,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,19,0,10025,1000000098BDBC,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,20,0,10026,BC9947189,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,20,0,10026,BC9947375,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,20,0,10026,BC9947218,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,21,0,10027,EMS006403,6y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,21,0,10028,EMS006406,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,21,0,10029,EMS006407,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,22,0,10033,OS11132406000672,3y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,22,0,10033,OS11132406000713,3y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,23,0,10034,OS45082339001460,3y,1,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,23,0,10034,OS45082339001350,3y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,23,0,10034,1234,3y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,23,0,10034,12345,3y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,24,0,10040,EMS006220,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,24,0,10040,EMS006219,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,24,0,10041,EMS006218,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,24,0,10042,EMS006222,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,24,0,10042,XCMRD123,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,24,0,10045,EMS006217,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,24,0,10045,EMS006216,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,25,0,10047,EMS007973,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,26,0,10050,EMS006086,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,27,0,10041,EMS007507,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,27,0,10052,EMS007508,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,27,0,10053,EMS007505,6m,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,29,0,10066,KPMM07812,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,32,0,10072,1583D1Y00784,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,32,0,10072,1583D1Y00785,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,32,0,10072,1583D1Y00786,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,32,0,10072,1583D1Y00787,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,32,0,10072,1583D1Y00788,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506038,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506495,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506037,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506060,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506059,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506058,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506057,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506056,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506055,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506054,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506053,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,33,0,10073,1541D1Y506052,1y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,39,0,10085,BD3497314,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,39,0,10085,BD3497156,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,39,0,10085,BD3497202,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,39,0,10085,BD3497159,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,39,0,10085,BD3497549,2y,0,N/A,N/A,N/A,N/A,N/A,N/A,0
iworld01,40,0,10086,EMS006696,6m,1,N/A,N/A,N/A,N/A,N/A,N/A,0
